CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
Knorish,SaaS/Edtech,Pre series A,323000.0,Delhi,All-in-one knowledge commerce SaaS platform,2020,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC,
LetsTransport,Logitech,,1326000.0,Bangalore,Offers techno logistics solutions,2020,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,2015.0
Vahak,Transport,Seed Round,,,It enables logistic companies to conncet with transporters,2020,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",2017.0
Nutrova,Nutrition,Pre series A,,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",2020,Akshay Pai,DSG Consumer Partners,2013.0
Cube Wealth,SaaS,Mid series,500000.0,Mumbai,A digital wealth management services,2020,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",2018.0
IVF Access,Healthtech,Series A,5000000.0,Bangalore,It provdes IVF treatments,2020,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures SEA & India,2019.0
Hoi Foods,Foodtech,Pre series A,2000000.0,Delhi,Quality food solution,2020,Indrajeet Roy,Crowd Fund,2017.0
Ola Financial Services,Fintech,Series A,27000000.0,Bangalore,It operates Ola Money,2020,Bhavish Aggarwal,Matrix Partners,
Awifs,Co-working,,5200000.0,Delhi,Provides office space solutions,2020,Amit Ramani,"Bisque Limited, Link Investment Trust.",2015.0
Dunzo,Logistics,,55000000.0,Bangalore,India-based hyperlocal delivery startup,2020,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed,2014.0
Swiflearn,Edtech,Seed Round,,Gurugram,Learning platform for K-10 students looking for personalised learning,2020,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",2019.0
Remedo,Healthtech,Pre series A,,Delhi,The platform connects doctors with patients,2020,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,2017.0
Blowhorn,Logistics,,,Bangalore,Tech platform that connects logistics service seekers with mini-truck drivers,2020,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital,2014.0
Toch,AI,Pre series A,1000000.0,Mumbai,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos",2020,"Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",
Gram Cover,Insurtech,Pre series A,,Noida,It provides insurance products in rural areas,2020,Jatin Singh,"EMVC, Flourish, Omidyar Network India",
Coin DCX,Cryptocurrency,,2500000.0,Mumbai,Hybrid crypto exchange platform,2020,"Sumit Gupta, Neeraj Khandelwal",Polychain Capital,2018.0
HomeCapital,Fintech,,,Mumbai,Home Down Payment Assistance Program,2020,Lalit Menghani,Varanium NexGen Fund,
Euler Motors,Automotive tech,Series A,2530000.0,Delhi,Startup focusses on electric vehicles,2020,Saurav Kumar,Inventus III India Fund,
Riskcovry,Insurtech,Pre series A,,Mumbai,Offers various insurance products,2020,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",2018.0
NWNT (No Worry No Tension Healthcare),Healthtech,Pre series A,,Delhi,Mental healthtech startup,2020,Sandeep Vohra,Amit Burman,
Voicezen,AI,,,Gurugram,Conversational AI startup,2020,Anurba Nath,Bharti Airtel,
Leap Club,,Pre seed round,340000.0,Gurugram,Community led professional network for women,2020,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",
Credit Mantri,Fintech,,792000.0,Chennai,Offers free credit score and a detailed credit analysis report,2020,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion",2012.0
Xtracap,Fintech,,1000000.0,Gurugram,"Offers online payment solution,schemes, order management, insurance etc.,",2020,Mohammed Riaz,Angel Investors,
Tring,Media,,,Mumbai,Celebrity engagement platform,2020,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",2019.0
Vakilsearch,Legal,,,Chennai,"Online platform for legal, tax and compliance services",2020,Hrishikesh Datar,Sujeet Kumar,2010.0
Khatabook,Fintech,Series B,60000000.0,Bangalore,It helps SMEs to maintain their accounts and ledger online.,2020,Ravish Naresh,B Capital Group,
LendingKart,Fintech,Series D,11363000.0,Ahmedabad,Provides working capital loans and business loans to MSMEs,2020,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",2014.0
Illumnus,Edtech,Seed Round,100000.0,,Offers Collaborative learning management system for educational institutions,2020,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI,
LetsTransport,Logitech,,1715000.0,Bangalore,Offers techno logistics solutions,2020,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,2015.0
Eggoz,Agritech,Seed Round,329000.0,Bihar,"Provides technology backed, deep integration services to egg farmers",2020,Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",2017.0
Winuall,Edtech,,,Bangalore,It helps coaching institutes in digitization,2020,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",2018.0
Indian School Finance Company,Fintech,Seed Round,5271000.0,Hyderabad,NBFC that provides funding to education system,2020,,Gray Matters Capital,
Juicy Chemistry,,Series A,650000.0,,It focuses on organic based skincare products,2020,Pritesh Asher,Akya Ventures,2014.0
DeepTek,Healthtech,,,Pune,AI enabled radiology platform,2020,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,2018.0
Stepathlon Lifestyle,Fitness,,,Mumbai,It organises corporate wellness programs,2020,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",2012.0
Sindhuja Microcredit,Fintech,,8700000.0,Noida,It provides financial services to self employed women entrepreneurs,2020,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,2018.0
Rentmojo,Rental,,3226000.0,Bangalore,"Rental platform for furniture, appliances & electronics",2020,Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",2012.0
Tesco Charge Zone,EV,,,Gujarat,Operates electric vehicle charging zone,2020,Kartikey Hariyani,Mumbai Angels Network,
Intello Labs,"Supply chain, Agritech",Series A,5900000.0,Gurugram,Standardisation and Quality control of fruits & vegetables,2020,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,2016.0
SirionLabs,SaaS,Series C,44000000.0,Gurugram,"Provides procurement, outsourcing services & contract management software",2020,Ajay Agrawal,"Tiger Global, Avatar Growth Capital",2012.0
Magicpin,,,3879000.0,Gurugram,"It is a local discovery, rewards, and commerce platform",2020,"Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,2015.0
GroCurv,B2B,Seed Round,,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,",2020,"Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,2019.0
Refrens,SaaS,Seed Round,1000000.0,Bangalore,"Offers a free invoicing, payments and expense management system",2020,"Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",2019.0
Shiprocket,Logitech,Series C,13000000.0,,Tech enabled logistics aggregator,2020,Saahil Goel,"Tribe Capital, Innoven Capital, BII",2017.0
Spyne,AI,Pre series A,,Gurugram,Helps online businesses with visual content,2020,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",
Nykaa,Ecommerce,,8800000.0,Mumbai,Deals in cosmetic and wellness products,2020,Falguni Nayar,Steadview capital,2012.0
Docsapp,Healthtech,,9500000.0,Bangalore,Online doctor consultation app,2020,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",2015.0
Phable,Healthtech,Pre series A,1000000.0,,"It creates an engagement loop between doctors, hospitals, and patients via its app",2020,"Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,2018.0
Generic Aadhaar,Pharma,,,,It provides a platform for entrepreneurs to access generic  medicine at low cost,2020,Arjun Deshpande,Ratan Tata,
Nium,Fintech,,,,Open global money platform,2020,Prajit Nanu,"VisaVentures, BRI Ventures",
Mintoak,Fintech,Pre series A,2000000.0,Mumbai,Merchant payment solutions startup,2020,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,
VestSpace,Spacetech,,10000000.0,Pune,It builds small satellite paltforms,2020,Arun Kumar Sureban,Next Capital,2018.0
Blackbuck,Logistics,,,Bangalore,Provides trucking services,2020,Rajesh Yabaji,Trifecta Venture,2015.0
Vernacular ai,AI,Series A,5100000.0,Bangalore,It offers Multiligual AI platform,2020,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",2016.0
Clover,Agritech,,920000.0,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,
Varthana,Fintech,Series D,15000000.0,Bangalore,Offers secured and unsecured loans,2020,Steve Hardgrave,ChrysCapital,
Codeninja,SaaS,Seed Round,,Bangalore,AI-powered 'no-code' platform which can generate application development code,2020,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",2016.0
MetaMerphoSys,Insurance technology,Pre series A,,Pune,Digital insurance platform for businesses,2020,"Amit Naik, Kewal Vargante",Good Capital,2016.0
Rooter,Gaming,Pre series A,1700000.0,Delhi,Live sports engagement platform,2020,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",2016.0
Aker Foods,Foodtech & Logistics,,,Pune,Ai driven supply chain platform,2020,Suraj Saste,Mumbai Angels Network,2019.0
Sascan Meditech pvt ltd,Healthtech,,,Kerala,They are developing technology that can detect early cancerous cells,2020,Dr Subhash Narayanan,Unicorn India Ventures,2015.0
DailyHunt,Media,,35600000.0,,News aggregator,2020,Virendra Gupta,Lupa India,2009.0
Pratilipi,Media,Series C,9400000.0,Bangalore,A digital platform that connects readers and writers in various languages,2020,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,2014.0
Biryani By Kilo,Food,Series B,790000.0,Delhi,Online paltform to order biryani,2020,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",
Consure Medical,Healthtech,,480000.0,Delhi,"Novel platform technologies to manage, diagnose, and treat various GI disorders",2020,"Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures",
Servify,,,250000.0,Mumbai,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,2020,Sreevathsa Prabhakar,Barkawi,
Tessol,Logistics,Series A,160000.0,Mumbai,It provides end to end cold chain logistics solutions,2020,Rajat Gupta,1Funds Domestic Scheme,
Remedo,Healthtech,Pre series A,,Noida,"It helps doctors engage with patients, improve patient experience",2020,Harsh Bansal,RiverRock Ventures,
News Reach,Media,,,Ahmedabad,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",2020,Darshan Shah,Mumbai Angels Network,2018.0
RoomSoom,Housing,,,Noida,It provides co-living and student rooms,2020,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,2016.0
Pedagogy,Edtech,,400000.0,,It has a single subscription model that allows users to access books and digital courses.,2020,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures,2015.0
Classplus,Edtech,Series B,8200000.0,Delhi,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",2020,"Mukul Rustagi, Bhaswat Agarwal",RTP Global,2008.0
Medlife,Pharmaceutical,,15500000.0,Bangalore,It solves inadequacies in the healthcare delivery system through technology,2020,"Tushar Kumar, Prashant Singh",Hero Fincorp,2014.0
Qin1,Edtech,,,Noida,It is alearning platform for kids in the age group 5 to 14 yrs,2020,"Ishan Gupta, Aarti Gupta",Venture Catalysts,
MYSUN,Tech,Pre series A,4257000.0,Delhi,Platform for rooftop solar energy solutions,2020,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,2015.0
ShopX,Ecommerce,,1410000.0,Bangalore,B2B retail operating system,2020,"Amit Sharma, Apoorva Jois",Li and Fung,2015.0
Sarva,Yoga & wellness,,,,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2020,Sarvesh Shashi,"Mantra Capital, Patni Family",
Expertrons,AI,Seed Round,,Mumbai,AI video bot platform for career hacks,2020,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",
NewsBytes,Digital Media,Series A,1500000.0,Gurugram,News portal,2020,"Romesh Khaddar, Shikha Chaudhry, Sumedh Chaudhry",North Base Media,
Wagonfly,,,500000.0,Bangalore,Contactless shopping and delivery experience by using radio frequency to tag retail items,2020,Raghavendra Prasad,Investment Trust of India,2018.0
NIRA,Fintech,Pre series A,2100000.0,,It offers access and credit to working Indians,2020,"Rohit Sen, Nupur Gupta",Angel investors,2018.0
Convosight,Data Analytics,Pre series A,4000000.0,Hyderabad,It helps business gain insights from its community on Facebook groups,2020,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",2019.0
Fittr,Fitness,,2000000.0,Pune,Fitness Social Network & Consultation Platform,2020,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital",
AsknBid,Investment Tech,,,Bangalore,It builds algorithmic investing-based tech products,2020,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,2018.0
Bira91,Beverage,Series C,20000000.0,Bangalore,Craft beer maker,2020,Ankur Jain,"Sequoia Capital, Sofina",2015.0
Finaureus Technologies,Fintech,Pre series A,,Pune,Provides investment management solutions,2020,"Arindam Ghosh, U R Bhatt",Pinetree Capital,2017.0
Daily Ninja,Ecommerce,,349800.0,Haryana,Online Milk Delivery startup,2020,Sagar Yarnalkar,Big Basket,2014.0
Guvi Geek Network Pvt Ltd,Edtech,Pre series A,786000.0,Chennai,Operates vernacular-language based education,2020,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,2014.0
LoadShare,Logistics,Series B,2004000.0,Bangalore,Provides technology based solutions to SMEs in logistics,2020,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group,2017.0
Vedantu,Edtech,Series C,6800000.0,Bangalore,Onine learning platform,2020,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",KB Global Platform Firm,
Indusface,IT,,5000000.0,,It provides IT security solutions,2020,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II,2004.0
DMI Group,Financial Services,,123000000.0,Delhi,Pan-India Credit providing platform,2020,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation,2008.0
Spintly,IoT,Pre series A,248000.0,Goa,It is a wireless cloud-based access control system,2020,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,2017.0
Credr,Automobile,,,Mumbai,A marketplace to buy and sell used bikes and scooters,2020,Mittal,Stride Ventures,2014.0
Bijak,Agritech,Series A,12000000.0,Gurugram,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",2020,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global,
Bugworks,Biopharma,,7500000.0,Bangalore,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,2020,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation",2014.0
DrinkPrime,,Seed Round,,Bangalore,Water purifier subscription service,2020,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque",
Yap,Fintech,Series A,4500000.0,Chennai,Banking and payment products-focused API platform,2020,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,
UzhavarBumi,Dairy,,,Tamil Nadu,Provides fresh dairy products,2020,"Vetrivel Palani, Paneerselvam",Angel Network,2017.0
Tattva,Beauty & wellness,,150000.0,Delhi,Sells its organic and beauty products via marketplace,2020,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal",2018.0
Pariksha,Edtech,Pre series A,,Pune,Platform for vernacular test-preparation,2020,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",2015.0
DailyHunt,Media,,24000000.0,,News aggregator,2020,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",
NoBroker,Real Estate,,30000000.0,Bangalore,Online real estate rental startup,2020,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,2014.0
Box8,Foodtech,,4000000.0,Mumbai,Enables to order food online,2020,"Amit Raj, Anshul Gupta","IIFL Seed Ventures Fund, Menlo park",2011.0
Capital Float,Fintech,,15000000.0,Bangalore,Online platform that provides working capital finance to SMEs,2020,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",2013.0
ITILITE,Travel & SaaS,Series B,13000000.0,Bangalore,Platform for business travel,2020,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",
Morning Context,Digital Media,Seed Round,,,A subscription-only digital media publisher,2020,,Angel investors,
Aavenir,SaaS,Seed Round,2000000.0,Ahmedabad,Source-to-Pay Software,2020,Ashish Bhandari,Accel,2019.0
Savvy Co op,Healthcare,,,,It connects patients with healthcare companies,2020,Jen Horonjeff,Indie VC,
BLive,Tourism & EV,Pre series A,,,"It offers experiential, guided tours on smart electric bikes",2020,"Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,2018.0
Yellow Messenger,AI,Series B,20000000.0,Bangalore,It offers conversational chatbots,2020,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners.",
Toch,Media Tech,,400000.0,,AI based Video object detection and Tagging platform,2020,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,
Ewar,Gaming,,200000.0,Bangalore,E-sports and real-time gaming startup,2020,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",
Setu,Fintech,Series A,14259000.0,,"Offers open APIs across four categories: bills, savings, credit, and payments.",2020,"Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",
Wellthy Therapeutics,Healthtech,Pre series A,4000000.0,Bangalore,It offers a digital therapeutics service,2020,Abhishek Shah,Saama Capital,
Power Gummies,Health,,,Delhi,Offers health supplements related gummies,2020,Divij Bajaj,Venture Catalysts,2018.0
Locale ai,Location Analytics,,,Bangalore,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,2020,"Rishabh Jain, Aditi Sinha",Better Capital,2019.0
FarEye,Logistics,Series D,24500000.0,Delhi,"It enables businesses to execute, track, predict and oprimize the movements of goods",2020,"Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture",
Rebel Foods,Food tech,,50000000.0,,It runs internet kitchen,2020,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,
BankBazaar,Fintech,Series D,3800000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,2020,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund",2008.0
Porter,Logistics,Series D,18370000.0,Mumbai,Logistics and fleet management,2020,"Pranav Goel, Uttam Digga",Lightstone Global Funds,2014.0
SugarBox,Tech,,68525000.0,Mumbai,Hyperlocal data distribution platform,2020,Rohit Paranjpe,Zee Entertainment Enterprises Limited,
Capital Float,Fintech,Series F,4800000.0,Bangalore,Online platform that provides working capital finance to SMEs,2020,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",2013.0
Big Basket,E store,,60000000.0,Bangalore,Online grocery store,2020,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Alibaba Holdings,
Amica,Fintech,,2000000.0,,Neobanking startup,2020,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",
Vedantu,Edtech,Series C,12500000.0,Bangalore,Onine learning platform,2020,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital,
Fingerlix,Food,,1834000.0,,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",2020,"Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, RB Investments.",2016.0
Plop,Tech,Angel Round,,Mumbai,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,2020,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",
Zupee,Gaming,Series A,8000000.0,,It runs live quiz tournaments on its app.,2020,"Malhi, Siddhant Saurabh",Matrix Partners,2018.0
DeHaat,Agritech,Series A,12000000.0,,Online marketplace for farming services and products,2020,Shashank Kumar,Sequoia Capital India,2012.0
Lido Learning,Edtech,Series B,7500000.0,Mumbai,Online teaching service,2020,Sahil Sheth,Bace Capital,
Aye Finance,Fintech,,23850000.0,Gurugram,A finance lender to SMEs,2020,"Vikram Jetley, Sanjay Sharma",Undisclosed,2014.0
Swiggy,Foodtech,Series A,43000000.0,Bangalore,Platform to order food online from restaurants and getting it delievered,2020,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",2014.0
Akna Medical,Healthtech,,7000000.0,,Provides supply solutions for surgical and pharmaceutical products.,2020,"Saurabh Pandey, Mahadevan Narayanamoni",LGT Lightstone Aspada,2018.0
Zomato,Foodtech,,5000000.0,Gurugram,Online food delivery and restaurant discovery platform,2020,Deepinder Goyal,Pacific Horizon,
RaRa Delivery,Logistics,Seed Round,800000.0,,Provides same day delivery service for ecommerce businesses,2020,Karan Bhardwaj,"Der Shing Lim, 500 startups",
JusPay,Fintech,Series B,21600000.0,Bangalore,Online payment solutions,2020,Vimal Kumar,Vostok Emerging Finance,
Obviously AI,Data Science,,,,It provides predictive insights to clients by leveraging their data,2020,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,2018.0
Fingpay,Fintech,Series A,3500000.0,Mumbai,Provides payment solutions,2020,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,2016.0
Recko,SaaS,Series A,6000000.0,Bangalore,The platform enables AI-powered reconciliation of digital transactions,2020,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,2017.0
Furlenco,Ecommerce,,10000000.0,Bangalore,Furniture rental startup,2020,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",2012.0
Mera Cashier,Fintech,,150000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",2019.0
Kitchens Centre,,Seed Round,500000.0,Delhi,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,2020,Lakshay Jain,AngelList India,2019.0
Camp K12,Edtech,Seed Round,4000000.0,Gurugram,It connects students with tutors online,2020,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",
MedGenome,Healthtech,Series D,55000000.0,Bangalore,Genetic diagnostic testing company,2020,Sam Santhosh,LeapFrog Investments,2013.0
Ergos,Agritech,,4598000.0,Bangalore,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,2020,"Kishor Jha, Praveen Kumar",Aavishkar Capital,
Nykaa,Ecommerce,,13137000.0,Mumbai,Deals in cosmetic and wellness products,2020,Falguni Nayar,Steadview capital,2012.0
Samadhan,Insurance,Seed Round,,Delhi,They help find solutions to insurance related issues,2020,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,2018.0
SaScan,Healthcare,,,Bangalore,Cancer diagnostics startup,2020,Subhash Narayanan,Unicorn India ventures,
Lido Learning,Edtech,,3000000.0,Mumbai,Online teaching service,2020,Sahil Sheth,"Pecus Capital, Madhur Deora",
CureFit,Health and Fitness,Series D,115000000.0,Bangalore,"Integrated platform for food, fitness and meditation.",2020,"Mukesh Bansal, Ankit Nagori",Temasek,2016.0
Nimesa,SaaS,,,Bangalore,Cloud data managemnt solutions enterprise,2020,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,2018.0
Design X,IoT,Seed Round,200000.0,Noida,Builds IoT based products,2020,Preet Arjun Singh,ThinkNext LLC,
Driftly Electric,Automobile,,,Bangalore,Electric vehicle startup,2020,Sneha Roy,MG Motor India,
Imstrong,Fitness,Seed Round,400000.0,Bangalore,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,2020,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,2019.0
Craftsvilla,Marketplace,,3900000.0,Mumbai,Online marketplace for ethnic wear,2020,Monica Gupta. Manoj Gupta,Supera Investments,
Rupifi,Fintech,Pre seed round,,Bangalore,Offers financial products for SMEs,2020,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",2020.0
SnackAmor,Food,Seed Round,,Mumbai,It offers various healthy snacks,2020,Deepak Grover,Undisclosed,
Zealthy,Healthtech,Seed Round,,Bangalore,"It connects women to healthproviders for specialities like infertility, maternity etc.,",2020,"Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList",2019.0
CoinDCX,Fintech,Series A,3000000.0,,A cryptocurrency trading platform,2020,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",
NuNu TV,Media,,670000.0,,Kids-focussed Youtube channel,2020,,Risers Accelerators,
QTalk,Technology,Seed Round,1600000.0,Bangalore,Smart Phone Dialer,2020,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",
Shadez,Interior & decor,Seed Round,100000.0,Mumbai,Paint Company,2020,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,2018.0
Excess2Sell,Ecommerce,,1000000.0,Mumbai,B2B Marketplace for Overstock & Surplus Inventory,2020,Rajan Sharma,Gautham Madhavan,
Stanplus,Healthtech,Pre series A,1500000.0,Hyderabad,Ambulance service,2020,Prabhdeep Singh,Pegasus FinInvest,2016.0
Pitstop,Automobile,Series A,2500000.0,Bangalore,Doorstep car service,2020,Mihir Mohan mishra,TPG-backed Group Landmark,
Univariety,Edtech,,1100000.0,Hyderabad,Online marketplace that provides career counselling and college guidance,2020,Jaideep Gupta,Info Edge,2015.0
Peel Works,SaaS,"Series C, D",,Mumbai,E-commerce for corner/retail stores.,2020,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,2010.0
CoreStack,Technology,Series A,8500000.0,Chennai,Enterprise cloud governance technology startup,2020,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,2016.0
Vivriti Capital,Fintech,Series B,50000000.0,Chennai,Digital lending startup,2020,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,2017.0
Agnikul,Spacetech,Pre series A,3148000.0,Chennai,"It designs, fabricates, tests and launch orbital class launch vehicles",2020,Srinath Ravichandran,pi Ventures,
